Unnamed: 0,institute_type,round_no,Branch,quota,category,Closing_CutOff,location,College Name
11741,Private,2,Computer Science and Engineering,Other,LOPEN,75,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11742,Private,2,Computer Science and Engineering,Other,LOBC,67,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11743,Private,2,Computer Science and Engineering,Other,EWS,84,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11744,Private,2,Electronics and Telecommunication Engg,Home,OPEN,64,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11745,Private,2,Electronics and Telecommunication Engg,Home,NT1,48,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11746,Private,2,Electronics and Telecommunication Engg,Home,OBC,54,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11747,Private,2,Electronics and Telecommunication Engg,Home,LOPEN,69,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11748,Private,2,Electronics and Telecommunication Engg,Home,LOBC,68,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11749,Private,2,Electronics and Telecommunication Engg,Other,OPEN,67,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11750,Private,2,Electronics and Telecommunication Engg,Other,OBC,65,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11751,Private,2,Electronics and Telecommunication Engg,Other,LOPEN,67,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11752,Private,2,Electronics and Telecommunication Engg,Other,EWS,73,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11753,Private,2,mechanical Engineering,Home,OPEN,67,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11754,Private,2,mechanical Engineering,Home,NT2,24,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11755,Private,2,mechanical Engineering,Home,OBC,9,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11756,Private,2,mechanical Engineering,Home,LOPEN,44,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11757,Private,2,mechanical Engineering,Other,OPEN,25,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11758,Private,2,mechanical Engineering,Other,EWS,52,satara,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara"
11759,Private,2,Computer Science and Engineering,Home,OPEN,44,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11760,Private,2,Computer Science and Engineering,Home,LOPEN,8,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11761,Private,2,Computer Science and Engineering,Other,OPEN,61,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11762,Private,2,Computer Science and Engineering,Other,LOPEN,7,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11763,Private,2,Computer Science and Engineering,Other,EWS,16,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11764,Private,2,Information Technology,Other,OPEN,58,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11765,Private,2,Information Technology,Other,LOPEN,57,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11766,Private,2,Information Technology,Other,EWS,53,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11767,Private,2,electronics and telecommunication engg,Other,EWS,32,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11768,Private,1,Computer Science and Engineering,Home,OPEN,3,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11769,Private,1,Computer Science and Engineering,Home,LOPEN,11,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11770,Private,1,Computer Science and Engineering,Other,OPEN,25,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11771,Private,1,Computer Science and Engineering,Other,LOPEN,25,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11772,Private,1,Computer Science and Engineering,Other,EWS,25,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11773,Private,1,Information Technology,Home,OPEN,66,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11774,Private,1,Information Technology,Home,LOPEN,7,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11775,Private,1,Information Technology,Other,OPEN,31,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11776,Private,1,Information Technology,Other,SC,3,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11777,Private,1,Information Technology,Other,LOPEN,58,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11778,Private,1,Information Technology,Other,LOBC,13,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11779,Private,1,Information Technology,Other,EWS,17,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11780,Private,1,Electronics and Telecommunication Engg,Home,LOPEN,36,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11781,Private,1,Electronics and Telecommunication Engg,Other,LOPEN,46,satara,"Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara"
11782,Private,1,civil Engineering,Other,OPEN,51,Solapur,"Walchand Institute of Technology, Solapur"
11783,Private,1,civil Engineering,Other,LOPEN,51,Solapur,"Walchand Institute of Technology, Solapur"
11784,Private,1,computer science and engineering,Other,OPEN,91,Solapur,"Walchand Institute of Technology, Solapur"
11785,Private,1,computer science and engineering,Other,LOPEN,91,Solapur,"Walchand Institute of Technology, Solapur"
11786,Private,1,information Technology,Other,OPEN,88,Solapur,"Walchand Institute of Technology, Solapur"
11787,Private,1,information Technology,Other,LOPEN,89,Solapur,"Walchand Institute of Technology, Solapur"
11788,Private,1,Electronics and Telecommunication Engg,Other,OPEN,79,Solapur,"Walchand Institute of Technology, Solapur"
11789,Private,1,Electronics and Telecommunication Engg,Other,LOPEN,81,Solapur,"Walchand Institute of Technology, Solapur"
11790,Private,1,mechanical Engineering,Other,OPEN,62,Solapur,"Walchand Institute of Technology, Solapur"
11791,Private,1,mechanical Engineering,Other,LOPEN,64,Solapur,"Walchand Institute of Technology, Solapur"
11792,Private,2,civil Engineering,Other,OPEN,55,Solapur,"Walchand Institute of Technology, Solapur"
11793,Private,2,civil Engineering,Other,LOPEN,51,Solapur,"Walchand Institute of Technology, Solapur"
11794,Private,2,computer science and engineering,Other,OPEN,91,Solapur,"Walchand Institute of Technology, Solapur"
11795,Private,2,computer science and engineering,Other,LOPEN,92,Solapur,"Walchand Institute of Technology, Solapur"
11796,Private,2,information Technology,Other,OPEN,87,Solapur,"Walchand Institute of Technology, Solapur"
11797,Private,2,information Technology,Other,LOPEN,88,Solapur,"Walchand Institute of Technology, Solapur"
11798,Private,2,Electronics and Telecommunication Engg,Other,OPEN,78,Solapur,"Walchand Institute of Technology, Solapur"
11799,Private,2,Electronics and Telecommunication Engg,Other,LOPEN,82,Solapur,"Walchand Institute of Technology, Solapur"
11800,Private,2,mechanical Engineering,Other,OPEN,73,Solapur,"Walchand Institute of Technology, Solapur"
11801,Private,2,mechanical Engineering,Other,LOPEN,60,Solapur,"Walchand Institute of Technology, Solapur"
11802,Private,1,Computer Science and Engineering,Home,OPEN,55,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11803,Private,1,Computer Science and Engineering,Home,SC,32,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11804,Private,1,Computer Science and Engineering,Home,VJ,31,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11805,Private,1,Computer Science and Engineering,Home,NT1,16,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11806,Private,1,Computer Science and Engineering,Home,NT2,48,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11807,Private,1,Computer Science and Engineering,Home,OBC,19,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11808,Private,1,Computer Science and Engineering,Home,LOPEN,56,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11809,Private,1,Computer Science and Engineering,Home,LOBC,29,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11810,Private,1,Computer Science and Engineering,Other,OPEN,50,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11811,Private,1,Computer Science and Engineering,Other,VJ,5,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11812,Private,1,Computer Science and Engineering,Other,NT2,43,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11813,Private,1,Computer Science and Engineering,Other,OBC,16,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11814,Private,1,Computer Science and Engineering,Other,LOPEN,46,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11815,Private,1,Computer Science and Engineering,Other,EWS,60,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11816,Private,1,electrical Engineering,Home,OPEN,19,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11817,Private,1,electrical Engineering,Home,LOPEN,15,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11818,Private,1,electrical Engineering,Home,OPEN,2,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11819,Private,1,electrical Engineering,Home,EWS,3,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11820,Private,1,electronics and telecommunication engg,Home,OPEN,44,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11821,Private,1,electronics and telecommunication engg,Home,SC,12,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11822,Private,1,electronics and telecommunication engg,Home,NT2,19,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11823,Private,1,electronics and telecommunication engg,Home,OBC,5,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11824,Private,1,electronics and telecommunication engg,Home,LOPEN,37,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11825,Private,1,electronics and telecommunication engg,Home,LOBC,10,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11826,Private,1,electronics and telecommunication engg,Other,OPEN,6,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11827,Private,1,electronics and telecommunication engg,Other,LOPEN,37,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11828,Private,1,electronics and telecommunication engg,Other,EWS,40,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11829,Private,1,mechanical Engineering,Home,OPEN,4,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11830,Private,1,mechanical Engineering,Home,LOPEN,6,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11831,Private,1,mechanical Engineering,Other,OPEN,6,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11832,Private,1,mechanical Engineering,Other,EWS,4,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11833,Private,2,Computer Science and Engineering,Home,OPEN,45,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11834,Private,2,Computer Science and Engineering,Home,SC,32,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11835,Private,2,Computer Science and Engineering,Home,NT1,44,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11836,Private,2,Computer Science and Engineering,Home,NT2,42,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11837,Private,2,Computer Science and Engineering,Home,OBC,19,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11838,Private,2,Computer Science and Engineering,Home,LOPEN,51,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11839,Private,2,Computer Science and Engineering,Home,LOBC,54,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11840,Private,2,Computer Science and Engineering,Other,OPEN,43,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11841,Private,2,Computer Science and Engineering,Other,NT1,23,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11842,Private,2,Computer Science and Engineering,Other,NT2,34,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11843,Private,2,Computer Science and Engineering,Other,OBC,40,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11844,Private,2,Computer Science and Engineering,Other,LOPEN,33,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11845,Private,2,Computer Science and Engineering,Other,EWS,52,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11846,Private,2,electrical Engineering,Home,LOPEN,13,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11847,Private,2,electrical Engineering,Other,EWS,3,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11848,Private,2,electronics and telecommunication engg,Home,OPEN,17,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11849,Private,2,electronics and telecommunication engg,Home,SC,8,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11850,Private,2,electronics and telecommunication engg,Home,NT2,14,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11851,Private,2,electronics and telecommunication engg,Home,LOPEN,23,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11852,Private,2,electronics and telecommunication engg,Other,OPEN,8,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11853,Private,2,electronics and telecommunication engg,Other,EWS,31,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11854,Private,2,mechanical Engineering,Other,EWS,39,Solapur,"Kai Amdar Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur"
11855,Private,1,civil Engineering,Home,OPEN,36,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11856,Private,1,civil Engineering,Home,SC,12,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11857,Private,1,civil Engineering,Home,NT2,26,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11858,Private,1,civil Engineering,Home,OBC,6,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11859,Private,1,civil Engineering,Home,LOPEN,37,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11860,Private,1,civil Engineering,Home,LOBC,15,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11861,Private,1,civil Engineering,Other,OPEN,6,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11862,Private,1,civil Engineering,Other,VJ,5,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11863,Private,1,civil Engineering,Other,LOPEN,15,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11864,Private,1,civil Engineering,Other,EWS,46,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11865,Private,1,Computer Science and Engineering,Home,OPEN,82,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11866,Private,1,Computer Science and Engineering,Home,SC,80,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11867,Private,1,Computer Science and Engineering,Home,VJ,81,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11868,Private,1,Computer Science and Engineering,Home,NT1,82,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11869,Private,1,Computer Science and Engineering,Home,NT2,82,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11870,Private,1,Computer Science and Engineering,Home,OBC,74,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11871,Private,1,Computer Science and Engineering,Home,LOPEN,84,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11872,Private,1,Computer Science and Engineering,Home,LOBC,75,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11873,Private,1,Computer Science and Engineering,Other,OPEN,77,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11874,Private,1,Computer Science and Engineering,Other,SC,61,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11875,Private,1,Computer Science and Engineering,Other,OBC,71,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11876,Private,1,Computer Science and Engineering,Other,LOPEN,84,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11877,Private,1,Computer Science and Engineering,Other,EWS,84,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11878,Private,1,electrical Engineering,Home,OPEN,60,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11879,Private,1,electrical Engineering,Home,SC,41,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11880,Private,1,electrical Engineering,Home,VJ,44,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11881,Private,1,electrical Engineering,Home,NT1,19,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11882,Private,1,electrical Engineering,Home,NT2,60,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11883,Private,1,electrical Engineering,Home,OBC,50,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11884,Private,1,electrical Engineering,Home,LOPEN,55,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11885,Private,1,electrical Engineering,Home,LOBC,54,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11886,Private,1,electrical Engineering,Other,OPEN,53,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11887,Private,1,electrical Engineering,Other,VJ,51,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11888,Private,1,electrical Engineering,Other,NT2,24,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11889,Private,1,electrical Engineering,Other,LOPEN,51,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11890,Private,1,electrical Engineering,Other,EWS,59,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11891,Private,1,Electronics and Telecommunication Engg,Home,OPEN,72,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11892,Private,1,Electronics and Telecommunication Engg,Home,SC,61,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11893,Private,1,Electronics and Telecommunication Engg,Home,VJ,45,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11894,Private,1,Electronics and Telecommunication Engg,Home,NT2,71,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11895,Private,1,Electronics and Telecommunication Engg,Home,OBC,67,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11896,Private,1,Electronics and Telecommunication Engg,Home,LOPEN,72,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11897,Private,1,Electronics and Telecommunication Engg,Home,LOBC,57,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11898,Private,1,Electronics and Telecommunication Engg,Other,OPEN,63,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11899,Private,1,Electronics and Telecommunication Engg,Other,SC,43,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11900,Private,1,Electronics and Telecommunication Engg,Other,NT1,55,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11901,Private,1,Electronics and Telecommunication Engg,Other,OBC,57,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11902,Private,1,Electronics and Telecommunication Engg,Other,LOPEN,70,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11903,Private,1,Electronics and Telecommunication Engg,Other,LOBC,56,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11904,Private,1,Electronics and Telecommunication Engg,Other,EWS,75,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11905,Private,1,mechanical Engineering,Home,OPEN,43,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11906,Private,1,mechanical Engineering,Home,SC,6,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11907,Private,1,mechanical Engineering,Home,VJ,29,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11908,Private,1,mechanical Engineering,Home,NT2,29,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11909,Private,1,mechanical Engineering,Home,OBC,9,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11910,Private,1,mechanical Engineering,Home,LOPEN,31,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11911,Private,1,mechanical Engineering,Home,LOBC,18,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11912,Private,1,mechanical Engineering,Other,OPEN,11,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11913,Private,1,mechanical Engineering,Other,LOPEN,13,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11914,Private,1,mechanical Engineering,Other,EWS,46,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11915,Private,2,civil Engineering,Home,OPEN,2,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11916,Private,2,civil Engineering,Home,LOPEN,30,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11917,Private,2,civil Engineering,Home,OPEN,1,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11918,Private,2,civil Engineering,Other,EWS,21,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11919,Private,2,Computer Science and Engineering,Home,OPEN,82,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11920,Private,2,Computer Science and Engineering,Home,SC,75,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11921,Private,2,Computer Science and Engineering,Home,VJ,77,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11922,Private,2,Computer Science and Engineering,Home,OBC,77,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11923,Private,2,Computer Science and Engineering,Home,LOPEN,84,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11924,Private,2,Computer Science and Engineering,Other,OPEN,76,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11925,Private,2,Computer Science and Engineering,Other,SC,69,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11926,Private,2,Computer Science and Engineering,Other,OBC,70,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11927,Private,2,Computer Science and Engineering,Other,LOPEN,79,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11928,Private,2,Computer Science and Engineering,Other,EWS,80,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11929,Private,2,electrical Engineering,Home,OPEN,56,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11930,Private,2,electrical Engineering,Home,SC,34,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11931,Private,2,electrical Engineering,Home,NT2,55,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
11932,Private,2,electrical Engineering,Home,OBC,32,Solapur,"N. B. Navale Sinhgad College of Engineering, Kegaon, solapur"
